grid_id,grid_lat,grid_lon,year,event_count,mean_mag,max_mag,mean_depth,event_occur,event_count_next,event_next
-4.0_123.0,-4.0,123.0,2019,2,5.295,5.56,380.0,1,2,1
-4.0_123.0,-4.0,123.0,2020,2,5.07,5.46,12.6,1,1,1
-4.0_125.0,-4.0,125.0,2020,3,4.853333333333333,5.38,22.933333333333334,1,1,1
-4.0_126.0,-4.0,126.0,2019,1,5.04,5.04,750.0,1,3,1
-4.0_126.0,-4.0,126.0,2023,1,4.52,4.52,10.0,1,3,1
-4.0_127.0,-4.0,127.0,2015,1,4.52,4.52,51.3,1,2,1
-4.0_127.0,-4.0,127.0,2016,2,5.215,5.5,56.55,1,10,1
-4.0_127.0,-4.0,127.0,2019,3,5.11,5.41,27.03333333333333,1,3,1
-4.0_127.0,-4.0,127.0,2020,3,5.166666666666667,5.23,139.53333333333333,1,2,1
-4.0_127.0,-4.0,127.0,2024,1,4.54,4.54,41.3,1,1,1
-4.0_128.0,-4.0,128.0,2015,5,5.01,5.54,35.54,1,3,1
-4.0_128.0,-4.0,128.0,2016,3,4.67,4.7,50.1,1,3,1
-4.0_128.0,-4.0,128.0,2017,3,4.653333333333333,4.86,86.36666666666667,1,1,1
-4.0_128.0,-4.0,128.0,2018,1,4.73,4.73,132.0,1,16,1
-4.0_128.0,-4.0,128.0,2019,16,5.24125,7.2,56.85,1,4,1
-4.0_128.0,-4.0,128.0,2020,4,5.1225000000000005,5.6,55.975,1,2,1
-4.0_128.0,-4.0,128.0,2021,2,4.715,4.85,380.0,1,4,1
-4.0_128.0,-4.0,128.0,2022,4,4.695,4.87,74.85,1,4,1
-4.0_128.0,-4.0,128.0,2023,4,4.8475,5.26,114.925,1,2,1
-4.0_128.0,-4.0,128.0,2024,2,4.75,4.76,65.8,1,2,1
-4.0_129.0,-4.0,129.0,2015,10,4.894,5.21,52.13,1,1,1
-4.0_129.0,-4.0,129.0,2016,1,5.33,5.33,129.9,1,6,1
-4.0_129.0,-4.0,129.0,2017,6,4.9366666666666665,5.16,15.95,1,3,1
-4.0_129.0,-4.0,129.0,2018,3,4.930000000000001,5.07,24.866666666666664,1,3,1
-4.0_129.0,-4.0,129.0,2019,3,4.923333333333333,5.06,111.26666666666668,1,4,1
-4.0_129.0,-4.0,129.0,2020,4,5.3925,5.72,59.875,1,5,1
-4.0_129.0,-4.0,129.0,2021,5,5.134,5.97,37.12,1,1,1
-4.0_129.0,-4.0,129.0,2022,1,5.01,5.01,62.2,1,4,1
-4.0_129.0,-4.0,129.0,2023,4,4.8175,5.12,107.825,1,1,1
-4.0_130.0,-4.0,130.0,2015,2,4.84,4.99,23.45,1,1,1
-4.0_130.0,-4.0,130.0,2016,1,4.62,4.62,43.8,1,1,1
-4.0_130.0,-4.0,130.0,2017,1,4.58,4.58,65.5,1,10,1
-4.0_130.0,-4.0,130.0,2018,10,5.0840000000000005,5.63,17.419999999999998,1,5,1
-4.0_130.0,-4.0,130.0,2019,5,4.934,5.37,28.5,1,3,1
-4.0_130.0,-4.0,130.0,2022,5,4.83,5.01,34.42,1,1,1
-4.0_130.0,-4.0,130.0,2023,1,4.59,4.59,10.0,1,6,1
-4.0_131.0,-4.0,131.0,2015,3,4.733333333333333,4.86,36.13333333333333,1,7,1
-4.0_131.0,-4.0,131.0,2016,7,4.802857142857143,5.08,39.24285714285714,1,2,1
-4.0_131.0,-4.0,131.0,2017,2,5.109999999999999,5.12,28.65,1,3,1
-4.0_131.0,-4.0,131.0,2018,3,4.873333333333334,5.51,13.433333333333332,1,4,1
-4.0_131.0,-4.0,131.0,2019,4,4.9625,5.31,36.925,1,5,1
-4.0_131.0,-4.0,131.0,2020,5,5.0920000000000005,5.56,29.0,1,2,1
-4.0_131.0,-4.0,131.0,2021,2,4.744999999999999,4.85,39.9,1,5,1
-4.0_131.0,-4.0,131.0,2022,5,4.914,5.55,43.24,1,3,1
-4.0_131.0,-4.0,131.0,2023,3,4.736666666666667,4.82,49.93333333333334,1,3,1
-4.0_131.0,-4.0,131.0,2024,3,4.543333333333333,4.56,31.8,1,4,1
-4.0_133.0,-4.0,133.0,2015,2,4.655,4.69,15.25,1,1,1
-4.0_133.0,-4.0,133.0,2020,1,4.65,4.65,10.0,1,4,1
-4.0_133.0,-4.0,133.0,2021,4,4.67,4.74,10.15,1,1,1
-4.0_133.0,-4.0,133.0,2022,1,4.68,4.68,24.9,1,5,1
-4.0_133.0,-4.0,133.0,2023,5,4.754,4.89,10.0,1,1,1
-4.0_134.0,-4.0,134.0,2018,2,4.74,4.81,15.9,1,1,1
-4.0_134.0,-4.0,134.0,2019,1,4.66,4.66,10.0,1,1,1
-4.0_134.0,-4.0,134.0,2020,1,4.91,4.91,14.5,1,4,1
-4.0_134.0,-4.0,134.0,2021,4,4.9725,5.23,18.475,1,1,1
-4.0_134.0,-4.0,134.0,2022,1,4.67,4.67,14.8,1,3,1
-4.0_135.0,-4.0,135.0,2015,3,4.74,4.99,57.7,1,1,1
-4.0_135.0,-4.0,135.0,2016,1,4.72,4.72,39.5,1,1,1
-4.0_135.0,-4.0,135.0,2017,1,4.57,4.57,14.1,1,1,1
-4.0_135.0,-4.0,135.0,2018,1,4.51,4.51,83.0,1,1,1
-4.0_135.0,-4.0,135.0,2019,1,4.66,4.66,11.8,1,3,1
-4.0_135.0,-4.0,135.0,2020,3,4.576666666666667,4.62,10.0,1,3,1
-4.0_135.0,-4.0,135.0,2021,3,4.6433333333333335,4.71,10.0,1,2,1
-4.0_135.0,-4.0,135.0,2022,2,4.86,5.19,15.25,1,2,1
-4.0_135.0,-4.0,135.0,2023,2,4.75,4.83,39.5,1,2,1
-4.0_135.0,-4.0,135.0,2024,2,4.77,4.81,25.0,1,1,1
-4.0_136.0,-4.0,136.0,2015,2,4.77,4.81,51.25,1,3,1
-4.0_136.0,-4.0,136.0,2016,3,4.8,4.95,34.166666666666664,1,4,1
-4.0_136.0,-4.0,136.0,2017,4,5.0575,5.48,43.075,1,1,1
-4.0_136.0,-4.0,136.0,2020,3,4.64,4.84,20.3,1,1,1
-4.0_136.0,-4.0,136.0,2021,1,4.71,4.71,473.7,1,1,1
-4.0_138.0,-4.0,138.0,2015,1,4.84,4.84,86.2,1,3,1
-4.0_138.0,-4.0,138.0,2020,2,4.72,4.76,38.7,1,1,1
-4.0_138.0,-4.0,138.0,2021,1,4.82,4.82,65.4,1,1,1
-4.0_138.0,-4.0,138.0,2022,1,4.56,4.56,132.8,1,3,1
-4.0_138.0,-4.0,138.0,2023,3,4.84,5.1,69.33333333333333,1,2,1
-4.0_139.0,-4.0,139.0,2015,6,4.786666666666666,5.09,50.38333333333333,1,2,1
-4.0_139.0,-4.0,139.0,2016,2,4.865,5.0,51.45,1,6,1
-4.0_139.0,-4.0,139.0,2017,6,4.7283333333333335,5.19,55.11666666666667,1,8,1
-4.0_139.0,-4.0,139.0,2018,8,4.69625,4.96,35.6375,1,7,1
-4.0_139.0,-4.0,139.0,2019,7,4.898571428571429,5.5,45.6,1,2,1
-4.0_139.0,-4.0,139.0,2020,2,4.75,4.76,52.900000000000006,1,6,1
-4.0_139.0,-4.0,139.0,2021,6,4.701666666666666,4.86,48.5,1,6,1
-4.0_139.0,-4.0,139.0,2022,6,4.925,5.27,78.96666666666667,1,3,1
-4.0_139.0,-4.0,139.0,2023,3,4.746666666666667,5.0,48.36666666666667,1,6,1
-4.0_139.0,-4.0,139.0,2024,6,4.760000000000001,5.0,56.76666666666667,1,1,1
-4.0_140.0,-4.0,140.0,2015,1,4.55,4.55,22.3,1,6,1
-4.0_140.0,-4.0,140.0,2016,6,4.63,4.71,38.35,1,6,1
-4.0_140.0,-4.0,140.0,2017,6,4.963333333333334,5.4,31.016666666666666,1,3,1
-4.0_140.0,-4.0,140.0,2018,3,5.15,6.13,64.39999999999999,1,6,1
-4.0_140.0,-4.0,140.0,2019,6,4.86,5.18,37.28333333333333,1,5,1
-4.0_140.0,-4.0,140.0,2020,5,4.882,5.11,55.78,1,9,1
-4.0_140.0,-4.0,140.0,2021,9,4.835555555555555,5.74,47.68888888888889,1,4,1
-4.0_140.0,-4.0,140.0,2022,4,4.915,5.04,87.25,1,9,1
-4.0_140.0,-4.0,140.0,2023,9,5.126666666666667,5.94,33.71111111111111,1,3,1
-4.0_140.0,-4.0,140.0,2024,3,4.63,4.72,33.93333333333333,1,1,1
-4.0_141.0,-4.0,141.0,2019,1,4.78,4.78,19.0,1,2,1
-4.0_141.0,-4.0,141.0,2020,2,4.665,4.69,35.55,1,7,1
-4.0_99.0,-4.0,99.0,2015,2,4.65,4.7,10.0,1,1,1
-4.0_99.0,-4.0,99.0,2020,1,4.91,4.91,10.0,1,1,1
-4.0_99.0,-4.0,99.0,2023,2,5.359999999999999,6.0,30.75,1,1,1
-5.0_100.0,-5.0,100.0,2017,1,4.8,4.8,10.0,1,2,1
-5.0_100.0,-5.0,100.0,2020,5,5.888,7.09,61.86,1,2,1
-5.0_100.0,-5.0,100.0,2021,2,5.41,5.87,46.85,1,12,1
-5.0_100.0,-5.0,100.0,2022,12,5.115,6.75,27.23333333333333,1,3,1
-5.0_101.0,-5.0,101.0,2015,6,4.618333333333333,4.71,34.15,1,3,1
-5.0_101.0,-5.0,101.0,2016,3,4.646666666666667,4.74,24.366666666666664,1,5,1
-5.0_101.0,-5.0,101.0,2017,5,4.832,4.95,40.32,1,2,1
-5.0_101.0,-5.0,101.0,2018,2,4.859999999999999,5.0,54.95,1,5,1
-5.0_101.0,-5.0,101.0,2019,5,5.164,5.94,49.64,1,7,1
-5.0_101.0,-5.0,101.0,2020,7,4.848571428571428,5.41,55.04285714285714,1,9,1
-5.0_101.0,-5.0,101.0,2021,9,4.992222222222222,5.32,44.74444444444445,1,5,1
-5.0_101.0,-5.0,101.0,2022,5,4.958,5.53,37.04,1,4,1
-5.0_101.0,-5.0,101.0,2023,4,4.9175,5.27,49.95,1,2,1
-5.0_102.0,-5.0,102.0,2015,6,4.93,5.37,53.66666666666666,1,6,1
-5.0_102.0,-5.0,102.0,2016,6,4.965,5.75,44.48333333333333,1,8,1
-5.0_102.0,-5.0,102.0,2017,8,4.73375,5.04,43.05,1,11,1
-5.0_102.0,-5.0,102.0,2018,11,4.831818181818182,5.13,48.61818181818182,1,6,1
-5.0_102.0,-5.0,102.0,2019,6,4.681666666666667,5.01,34.516666666666666,1,15,1
-5.0_102.0,-5.0,102.0,2020,15,5.062,5.65,65.60666666666667,1,19,1
-5.0_102.0,-5.0,102.0,2021,19,4.973684210526316,5.69,43.27368421052632,1,9,1
-5.0_102.0,-5.0,102.0,2022,9,4.851111111111111,5.44,41.34444444444445,1,3,1
-5.0_102.0,-5.0,102.0,2023,3,4.760000000000001,4.88,27.23333333333333,1,5,1
-5.0_102.0,-5.0,102.0,2024,5,4.912,5.38,43.68,1,6,1
-5.0_103.0,-5.0,103.0,2017,1,4.64,4.64,10.0,1,2,1
-5.0_103.0,-5.0,103.0,2021,2,5.29,5.57,204.95,1,1,1
-5.0_103.0,-5.0,103.0,2022,1,4.62,4.62,116.3,1,1,1
-5.0_103.0,-5.0,103.0,2023,1,4.86,4.86,29.8,1,1,1
-5.0_104.0,-5.0,104.0,2020,2,4.825,4.94,259.6,1,2,1
-5.0_105.0,-5.0,105.0,2019,2,5.045,5.24,10.0,1,4,1
-5.0_105.0,-5.0,105.0,2020,4,5.23,5.43,10.0,1,3,1
-5.0_106.0,-5.0,106.0,2019,1,4.88,4.88,10.0,1,2,1
-5.0_106.0,-5.0,106.0,2020,2,5.505,5.52,87.25,1,3,1
-5.0_109.0,-5.0,109.0,2019,1,5.03,5.03,10.0,1,6,1
-5.0_109.0,-5.0,109.0,2020,6,5.306666666666667,5.67,45.93333333333334,1,3,1
-5.0_110.0,-5.0,110.0,2020,3,5.506666666666667,5.84,62.93333333333334,1,4,1
-5.0_110.0,-5.0,110.0,2021,4,5.3725000000000005,5.9,329.05,1,1,1
-5.0_111.0,-5.0,111.0,2020,2,5.17,5.18,7.5,1,2,1
-5.0_113.0,-5.0,113.0,2020,1,5.82,5.82,10.0,1,1,1
-5.0_114.0,-5.0,114.0,2018,1,5.48,5.48,120.0,1,2,1
-5.0_114.0,-5.0,114.0,2019,2,5.27,5.9,103.2,1,5,1
-5.0_114.0,-5.0,114.0,2020,5,5.298,5.72,107.54,1,1,1
-5.0_115.0,-5.0,115.0,2020,2,5.755000000000001,5.78,10.0,1,2,1
-5.0_116.0,-5.0,116.0,2020,1,5.57,5.57,10.0,1,1,1
-5.0_117.0,-5.0,117.0,2020,4,5.24,5.74,218.25,1,1,1
-5.0_118.0,-5.0,118.0,2019,1,5.35,5.35,10.0,1,3,1
-5.0_118.0,-5.0,118.0,2020,3,5.166666666666667,5.62,186.0,1,2,1
-5.0_119.0,-5.0,119.0,2019,2,5.220000000000001,5.61,10.0,1,2,1
-5.0_119.0,-5.0,119.0,2020,2,5.355,5.42,93.65,1,2,1
-5.0_120.0,-5.0,120.0,2020,5,5.2700000000000005,5.92,65.88,1,4,1
-5.0_121.0,-5.0,121.0,2019,1,4.53,4.53,10.0,1,1,1
-5.0_121.0,-5.0,121.0,2020,1,5.4,5.4,542.4,1,1,1
-5.0_122.0,-5.0,122.0,2020,1,5.22,5.22,174.5,1,2,1
-5.0_123.0,-5.0,123.0,2021,1,5.88,5.88,10.0,1,1,1
-5.0_124.0,-5.0,124.0,2020,5,5.332,5.84,84.8,1,4,1
-5.0_125.0,-5.0,125.0,2015,2,4.695,4.75,431.5,1,3,1
-5.0_125.0,-5.0,125.0,2016,3,4.65,4.8,443.6,1,3,1
-5.0_125.0,-5.0,125.0,2017,3,4.753333333333333,4.88,438.4333333333333,1,1,1
-5.0_125.0,-5.0,125.0,2018,1,4.73,4.73,439.1,1,1,1
-5.0_125.0,-5.0,125.0,2019,1,4.69,4.69,483.3,1,2,1
-5.0_125.0,-5.0,125.0,2020,2,5.029999999999999,5.1,320.4,1,7,1
-5.0_125.0,-5.0,125.0,2021,7,5.011428571428572,5.85,243.67142857142852,1,6,1
-5.0_126.0,-5.0,126.0,2015,1,5.05,5.05,368.2,1,3,1
-5.0_126.0,-5.0,126.0,2016,3,4.696666666666666,4.86,137.4,1,2,1
-5.0_126.0,-5.0,126.0,2017,2,4.73,4.95,220.0,1,1,1
-5.0_126.0,-5.0,126.0,2020,2,5.13,5.74,13.7,1,3,1
-5.0_126.0,-5.0,126.0,2021,3,5.04,5.6,274.0,1,1,1
-5.0_127.0,-5.0,127.0,2015,1,4.63,4.63,220.5,1,1,1
-5.0_127.0,-5.0,127.0,2019,1,4.58,4.58,219.6,1,2,1
-5.0_127.0,-5.0,127.0,2020,2,5.025,5.5,135.85,1,5,1
-5.0_127.0,-5.0,127.0,2021,5,4.7,5.24,73.76,1,1,1
-5.0_127.0,-5.0,127.0,2022,1,4.79,4.79,243.9,1,1,1
-5.0_128.0,-5.0,128.0,2019,1,4.94,4.94,10.0,1,2,1
-5.0_128.0,-5.0,128.0,2020,2,4.65,4.74,12.6,1,4,1
-5.0_129.0,-5.0,129.0,2015,18,4.969444444444445,6.83,38.71666666666667,1,5,1
-5.0_129.0,-5.0,129.0,2016,5,4.67,5.06,88.76,1,7,1
-5.0_129.0,-5.0,129.0,2017,7,4.811428571428571,5.19,132.25714285714284,1,3,1
-5.0_129.0,-5.0,129.0,2018,3,4.626666666666666,4.72,77.93333333333334,1,2,1
-5.0_129.0,-5.0,129.0,2019,2,5.135,5.69,195.5,1,9,1
-5.0_129.0,-5.0,129.0,2020,9,5.153333333333332,6.09,122.23333333333332,1,5,1
-5.0_129.0,-5.0,129.0,2021,5,4.586,4.76,169.07999999999998,1,6,1
-5.0_129.0,-5.0,129.0,2022,6,4.866666666666666,4.99,151.4,1,1,1
-5.0_129.0,-5.0,129.0,2023,1,4.83,4.83,116.7,1,2,1
-5.0_130.0,-5.0,130.0,2018,2,4.975,5.17,161.55,1,4,1
-5.0_130.0,-5.0,130.0,2019,4,4.6625,4.9,72.35000000000001,1,3,1
-5.0_131.0,-5.0,131.0,2017,2,4.955,5.41,87.6,1,3,1
-5.0_131.0,-5.0,131.0,2018,3,4.7,4.9,43.96666666666667,1,1,1
-5.0_131.0,-5.0,131.0,2019,1,4.96,4.96,77.6,1,1,1
-5.0_131.0,-5.0,131.0,2022,1,4.83,4.83,14.5,1,2,1
-5.0_132.0,-5.0,132.0,2017,2,4.63,4.7,36.8,1,3,1
-5.0_132.0,-5.0,132.0,2020,1,5.4,5.4,10.0,1,1,1
-5.0_132.0,-5.0,132.0,2023,1,4.96,4.96,43.0,1,3,1
-5.0_132.0,-5.0,132.0,2024,3,4.706666666666667,4.74,60.73333333333333,1,1,1
-5.0_133.0,-5.0,133.0,2015,10,4.707,5.39,41.94,1,6,1
-5.0_133.0,-5.0,133.0,2016,6,4.685,5.0,31.066666666666663,1,4,1
-5.0_133.0,-5.0,133.0,2017,4,4.805,4.94,20.2,1,1,1
-5.0_133.0,-5.0,133.0,2018,1,4.95,4.95,10.0,1,5,1
-5.0_133.0,-5.0,133.0,2019,5,4.742,4.98,19.44,1,1,1
-5.0_133.0,-5.0,133.0,2020,1,5.08,5.08,10.0,1,8,1
-5.0_133.0,-5.0,133.0,2021,8,5.04375,5.76,12.4125,1,4,1
-5.0_133.0,-5.0,133.0,2022,4,4.6175,4.68,15.1,1,9,1
-5.0_133.0,-5.0,133.0,2023,9,5.02,5.73,17.644444444444446,1,5,1
-5.0_133.0,-5.0,133.0,2024,5,4.7,5.03,43.28,1,1,1
-5.0_134.0,-5.0,134.0,2015,3,5.15,5.32,26.83333333333333,1,6,1
-5.0_134.0,-5.0,134.0,2016,6,4.808333333333334,4.91,18.23333333333333,1,6,1
-5.0_134.0,-5.0,134.0,2017,6,4.78,5.17,19.716666666666665,1,5,1
-5.0_134.0,-5.0,134.0,2018,5,4.702,4.85,30.9,1,5,1
-5.0_134.0,-5.0,134.0,2019,5,4.896,5.52,35.42,1,2,1
-5.0_134.0,-5.0,134.0,2020,2,4.945,5.25,59.95,1,8,1
-5.0_134.0,-5.0,134.0,2021,8,4.86625,6.04,18.45,1,5,1
-5.0_134.0,-5.0,134.0,2022,5,4.8420000000000005,5.15,35.8,1,4,1
-5.0_134.0,-5.0,134.0,2023,4,4.8325,5.44,27.525,1,1,1
-5.0_134.0,-5.0,134.0,2024,1,5.41,5.41,42.2,1,3,1
-5.0_135.0,-5.0,135.0,2015,3,4.91,5.14,34.766666666666666,1,2,1
-5.0_135.0,-5.0,135.0,2016,2,4.574999999999999,4.59,50.35,1,1,1
-5.0_136.0,-5.0,136.0,2019,1,4.74,4.74,10.0,1,2,1
-5.0_136.0,-5.0,136.0,2024,1,4.56,4.56,12.6,1,1,1
-5.0_137.0,-5.0,137.0,2015,1,4.81,4.81,10.0,1,1,1
-5.0_137.0,-5.0,137.0,2016,1,5.5,5.5,39.7,1,1,1
-5.0_137.0,-5.0,137.0,2017,1,5.07,5.07,148.8,1,2,1
-5.0_137.0,-5.0,137.0,2018,2,4.859999999999999,5.13,67.05,1,1,1
-5.0_137.0,-5.0,137.0,2019,1,4.82,4.82,31.5,1,1,1
-5.0_137.0,-5.0,137.0,2020,1,4.56,4.56,34.0,1,1,1
-5.0_138.0,-5.0,138.0,2018,2,4.83,4.96,104.15,1,1,1
-5.0_138.0,-5.0,138.0,2019,1,4.64,4.64,28.5,1,2,1
-5.0_138.0,-5.0,138.0,2020,2,4.529999999999999,4.56,87.65,1,8,1
-5.0_139.0,-5.0,139.0,2015,1,4.7,4.7,55.7,1,3,1
-5.0_139.0,-5.0,139.0,2016,3,4.776666666666666,4.8,21.066666666666663,1,1,1
-5.0_139.0,-5.0,139.0,2017,1,4.61,4.61,123.3,1,2,1
-5.0_139.0,-5.0,139.0,2018,2,4.925,5.13,45.15,1,1,1
-5.0_139.0,-5.0,139.0,2019,1,4.83,4.83,53.2,1,2,1
-5.0_139.0,-5.0,139.0,2020,2,4.705,4.73,28.9,1,1,1
-5.0_139.0,-5.0,139.0,2021,1,4.58,4.58,24.4,1,1,1
-5.0_139.0,-5.0,139.0,2022,1,5.04,5.04,11.7,1,2,1
-5.0_139.0,-5.0,139.0,2023,2,5.065,5.17,26.9,1,2,1
-5.0_139.0,-5.0,139.0,2024,2,4.83,5.13,10.0,1,3,1
-5.0_140.0,-5.0,140.0,2015,1,5.08,5.08,36.9,1,4,1
-5.0_140.0,-5.0,140.0,2016,4,5.0,5.54,78.975,1,1,1
-5.0_140.0,-5.0,140.0,2017,1,4.96,4.96,43.9,1,2,1
-5.0_140.0,-5.0,140.0,2020,2,4.609999999999999,4.67,10.0,1,1,1
-5.0_140.0,-5.0,140.0,2023,1,5.01,5.01,112.3,1,2,1
-5.0_140.0,-5.0,140.0,2024,2,4.91,5.22,48.95,1,1,1
-5.0_141.0,-5.0,141.0,2020,1,4.59,4.59,10.0,1,2,1
-5.0_141.0,-5.0,141.0,2021,2,4.99,5.13,71.3,1,2,1
-5.0_98.0,-5.0,98.0,2019,1,5.48,5.48,717.6,1,1,1
-5.0_99.0,-5.0,99.0,2020,3,5.47,6.22,149.93333333333334,1,2,1
-6.0_100.0,-6.0,100.0,2021,4,5.0525,5.61,103.7,1,1,1
-6.0_101.0,-6.0,101.0,2016,1,5.25,5.25,25.7,1,5,1
-6.0_101.0,-6.0,101.0,2019,1,4.72,4.72,48.8,1,7,1
-6.0_101.0,-6.0,101.0,2020,7,5.202857142857143,5.99,110.31428571428572,1,18,1
-6.0_101.0,-6.0,101.0,2021,18,4.9127777777777775,6.26,48.15,1,1,1
-6.0_101.0,-6.0,101.0,2022,1,5.9,5.9,24.1,1,2,1
-6.0_101.0,-6.0,101.0,2023,2,4.84,4.9,45.25,1,4,1
-6.0_102.0,-6.0,102.0,2015,4,5.140000000000001,5.58,41.225,1,1,1
-6.0_102.0,-6.0,102.0,2016,1,4.77,4.77,51.2,1,8,1
-6.0_102.0,-6.0,102.0,2017,8,5.00875,5.58,37.725,1,11,1
-6.0_102.0,-6.0,102.0,2018,11,5.012727272727273,5.73,36.06363636363636,1,6,1
-6.0_102.0,-6.0,102.0,2019,6,4.7700000000000005,5.12,38.71666666666667,1,13,1
-6.0_102.0,-6.0,102.0,2020,13,4.878461538461538,5.66,32.223076923076924,1,4,1
-6.0_102.0,-6.0,102.0,2021,4,5.0675,5.7,247.525,1,7,1
-6.0_102.0,-6.0,102.0,2022,7,4.935714285714285,6.27,21.842857142857145,1,9,1
-6.0_102.0,-6.0,102.0,2023,9,4.963333333333334,5.87,30.200000000000003,1,3,1
-6.0_103.0,-6.0,103.0,2015,1,4.55,4.55,62.0,1,1,1
-6.0_103.0,-6.0,103.0,2016,1,4.66,4.66,65.0,1,2,1
-6.0_103.0,-6.0,103.0,2017,2,4.74,4.81,33.6,1,5,1
-6.0_103.0,-6.0,103.0,2018,5,4.746,4.91,21.32,1,5,1
-6.0_103.0,-6.0,103.0,2019,5,5.074,6.46,36.4,1,2,1
-6.0_103.0,-6.0,103.0,2020,2,5.105,5.26,114.1,1,2,1
-6.0_103.0,-6.0,103.0,2021,2,4.83,5.05,10.0,1,3,1
-6.0_103.0,-6.0,103.0,2022,3,4.6000000000000005,4.68,22.899999999999995,1,7,1
-6.0_104.0,-6.0,104.0,2015,1,4.53,4.53,78.0,1,1,1
-6.0_104.0,-6.0,104.0,2020,4,5.1075,5.5,124.475,1,9,1
-6.0_104.0,-6.0,104.0,2021,9,5.014444444444444,5.61,107.85555555555555,1,3,1
-6.0_104.0,-6.0,104.0,2022,3,5.066666666666666,5.28,87.36666666666667,1,2,1
-6.0_105.0,-6.0,105.0,2021,4,5.2725,6.05,192.525,1,1,1
-6.0_105.0,-6.0,105.0,2022,1,4.64,4.64,154.2,1,1,1
-6.0_106.0,-6.0,106.0,2023,2,4.73,4.75,298.9,1,1,1
-6.0_107.0,-6.0,107.0,2020,4,5.2775,5.48,104.3,1,1,1
-6.0_108.0,-6.0,108.0,2017,1,5.81,5.81,10.0,1,1,1
-6.0_109.0,-6.0,109.0,2020,2,5.6,5.6,34.3,1,3,1
-6.0_110.0,-6.0,110.0,2016,1,4.51,4.51,524.8,1,2,1
-6.0_110.0,-6.0,110.0,2017,2,4.82,4.96,548.1,1,2,1
-6.0_110.0,-6.0,110.0,2018,2,4.68,4.81,529.25,1,6,1
-6.0_110.0,-6.0,110.0,2019,6,4.838333333333334,4.94,548.85,1,3,1
-6.0_110.0,-6.0,110.0,2022,2,4.824999999999999,5.05,548.05,1,1,1
-6.0_111.0,-6.0,111.0,2020,2,5.055,5.47,218.2,1,1,1
-6.0_113.0,-6.0,113.0,2018,1,5.19,5.19,10.0,1,1,1
-6.0_113.0,-6.0,113.0,2019,1,5.56,5.56,329.5,1,1,1
-6.0_113.0,-6.0,113.0,2020,1,5.42,5.42,10.0,1,4,1
-6.0_114.0,-6.0,114.0,2020,8,5.51125,6.3,224.4,1,1,1
-6.0_115.0,-6.0,115.0,2020,2,5.574999999999999,5.72,285.35,1,2,1
-6.0_116.0,-6.0,116.0,2019,2,5.35,5.45,10.0,1,1,1
-6.0_116.0,-6.0,116.0,2020,1,5.6,5.6,10.0,1,2,1
-6.0_117.0,-6.0,117.0,2019,1,5.43,5.43,10.0,1,1,1
-6.0_117.0,-6.0,117.0,2020,1,4.75,4.75,363.3,1,1,1
-6.0_118.0,-6.0,118.0,2018,1,4.6,4.6,10.0,1,1,1
-6.0_118.0,-6.0,118.0,2019,1,4.86,4.86,77.8,1,2,1
-6.0_118.0,-6.0,118.0,2020,2,5.495,5.69,10.0,1,1,1
-6.0_120.0,-6.0,120.0,2020,5,4.772,4.95,83.88,1,1,1
-6.0_121.0,-6.0,121.0,2020,3,5.27,5.76,196.5,1,1,1
-6.0_125.0,-6.0,125.0,2019,1,5.08,5.08,477.7,1,6,1
-6.0_125.0,-6.0,125.0,2020,6,5.33,6.02,251.45,1,3,1
-6.0_125.0,-6.0,125.0,2021,3,5.41,6.11,10.0,1,5,1
-6.0_125.0,-6.0,125.0,2022,5,4.872,5.56,18.32,1,6,1
-6.0_125.0,-6.0,125.0,2023,6,5.411666666666666,6.51,116.23333333333336,1,1,1
-6.0_126.0,-6.0,126.0,2017,2,4.82,4.83,490.75,1,1,1
-6.0_126.0,-6.0,126.0,2020,4,5.27,5.51,374.2,1,1,1
-6.0_127.0,-6.0,127.0,2017,1,4.67,4.67,10.0,1,1,1
-6.0_127.0,-6.0,127.0,2018,1,4.55,4.55,398.1,1,1,1
-6.0_127.0,-6.0,127.0,2019,1,6.37,6.37,10.0,1,4,1
-6.0_128.0,-6.0,128.0,2017,2,4.734999999999999,4.84,316.65,1,2,1
-6.0_128.0,-6.0,128.0,2018,2,4.890000000000001,5.28,340.45000000000005,1,2,1
-6.0_128.0,-6.0,128.0,2021,5,5.224,6.0,252.0,1,3,1
-6.0_128.0,-6.0,128.0,2022,3,4.93,5.38,330.43333333333334,1,3,1
-6.0_128.0,-6.0,128.0,2023,3,4.83,4.95,299.06666666666666,1,2,1
-6.0_129.0,-6.0,129.0,2015,5,4.74,5.0,204.96,1,4,1
-6.0_129.0,-6.0,129.0,2016,4,4.8225,5.57,221.7,1,4,1
-6.0_129.0,-6.0,129.0,2017,4,4.7175,5.07,173.95,1,4,1
-6.0_129.0,-6.0,129.0,2018,4,4.7075,4.81,229.05,1,4,1
-6.0_129.0,-6.0,129.0,2019,4,4.8425,5.2,186.15,1,5,1
-6.0_129.0,-6.0,129.0,2020,5,4.626,4.75,178.5,1,5,1
-6.0_129.0,-6.0,129.0,2021,5,4.938000000000001,5.14,185.18,1,3,1
-6.0_129.0,-6.0,129.0,2022,3,4.673333333333333,4.73,252.76666666666665,1,4,1
-6.0_130.0,-6.0,130.0,2015,6,4.696666666666666,5.33,141.70000000000002,1,5,1
